amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
114-3864513-9549021		2017-09-24T01:04:33+00:00	2017-09-25T15:44:11+00:00	Shipped	Merchant	Amazon.com			Standard	MAXTRAY All Weather Cargo Liner for Mazxda CX-9 Behind Second Row (2016-2017) (Black)	D0257	B07338M13F	Shipped	1	USD	80.99		0.0		0.0				MIDDLESEX	NJ	08846-2547	US	
114-6026362-6169828	114-6026362-6169828	2017-09-24T00:56:42+00:00	2017-09-24T21:29:17+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-250 / F-350 (2017) SuperCab With Front Bucket Seats 2 Row Set (Black)	A0246/B0172-P-FBA	B06Y12PM3Z	Shipped	1	USD	143.98								Springdale	AR	72764	US	
114-1686312-2451442	114-1686312-2451442	2017-09-24T00:34:30+00:00	2017-09-24T16:42:26+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda CRV (2012-2016) (Black)	D0106-FBA	B00CXW1VOC	Shipped	1	USD	80.99								WILLINGTON	CT	06279	US	
113-9036031-5957039	113-9036031-5957039	2017-09-24T00:28:04+00:00	2017-09-28T08:54:05+00:00	Pending	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats (2 Row Set) and MAXTRAY Cargo Liner Behind Second Row Lexus RX (2016-2017) (Black)	A0222/B0222/D0222-FBA	B071HF7BZ6	Unshipped	1	USD	233.97		15.91					15.91	FLUSHING	NY	11354-3799	US	US Core Free Shipping
114-8782751-5497043	114-8782751-5497043	2017-09-24T00:24:30+00:00	2017-09-24T10:02:47+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								PLEASANTON	CA	94588-4451	US	
111-0227992-0726661	111-0227992-0726661	2017-09-24T00:01:00+00:00	2017-09-25T01:53:58+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Dodge Grand Caravan / Chrysler Town & Country (2008-2017) (3 Row Set) (Bucket Seats Only) (Black)	A0046/B0046-XXX	B014F5FQAO	Shipped	1	USD	161.98								marion	ohio	43302	US	
114-5690475-4865829		2017-09-23T23:43:04+00:00	2017-09-25T15:13:02+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Cadillac Escalade (2015-2017) Second Row (Black)	B0163	B013GP2WSS	Shipped	1	USD	58.49		0.0		0.0				Springfield Gardens	NY	11413	US	
114-0931568-6399438	114-0931568-6399438	2017-09-23T22:38:36+00:00	2017-09-24T20:32:18+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Kia Sedona 8 Passenger Only (2015-2017) Complete Set (Black)	A0203/B0203-FBA	B01E4HUBDA	Shipped	1	USD	161.98								LAFAYETTE	LA	70508-5309	US	
113-6324577-1795458	113-6324577-1795458	2017-09-23T22:36:05+00:00	2017-09-25T17:44:03+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda FIT (2015-2017) (Black)	D0195-FBA	B014F6EMDU	Shipped	1	USD	80.99								SAN LEANDRO	CA	94577-2033	US	
113-7387183-5788218	113-7387183-5788218	2017-09-23T22:35:10+00:00	2017-09-25T02:54:07+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Dodge Grand Caravan / Chrysler Town & Country (2008-2017) (Bucket Seats Only) Second and Third Row (Black)	B0046-FBA	B013XJEVPY	Shipped	1	USD	76.49								EAST BRUNSWICK	NJ	08816-4826	US	
111-8358671-2245018	111-8358671-2245018	2017-09-23T22:22:51+00:00	2017-09-24T10:31:56+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								LANCASTER	CA	93536-2366	US	
114-4709439-8731405	114-4709439-8731405	2017-09-23T22:16:57+00:00	2017-09-24T20:59:50+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Hyundai Tucson (2016-2017) Behind Second Row (Black)	D0206-FBA	B01E4HU3AG	Shipped	1	USD	80.99								PARKER	CO	80134-5190	US	
114-9261109-0305854	114-9261109-0305854	2017-09-23T22:01:08+00:00	2017-09-25T21:33:18+00:00	Shipped	Amazon	Amazon.com			Standard	MAXTRAY Cargo Liner for Toyota Sienna (Behind 2nd Row)  (2011-2017) (Black)	D0083-FBA	B015JP05ZU	Shipped	1	USD	89.99								HONOLULU	HI	96825-1734	US	
111-0365131-8877066	111-0365131-8877066	2017-09-23T22:00:51+00:00	2017-09-24T17:21:25+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda CRV (2012-2016) (Black)	D0106-FBA	B00CXW1VOC	Shipped	1	USD	80.99								GAITHERSBURG	MD	20877-3269	US	
114-6374001-3796244	114-6374001-3796244	2017-09-23T21:49:06+00:00	2017-09-24T23:03:21+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Honda Civic Sedan (2016-2017) (Black)	A0224/B0224-FBA	B074R25VJW	Shipped	1	USD	143.98								FLEMINGTON	NJ	08822-2022	US	
112-2575184-9145042	112-2575184-9145042	2017-09-23T21:49:04+00:00	2017-09-24T17:38:13+00:00	Shipped	Amazon	Amazon.com			Expedited	MAXFLOORMAT Floor Mats NEW FULL COVERAGE for Traverse / Enclave / Acadia / Outlook with Bucket Seats 3 Row Set (Black)	A0043/B0044-P-AMZ	B01MTL5E9I	Shipped	1	USD	161.98		5.99					5.99	HUTTO	TX	78634-4338	US	
111-2611182-2421007	111-2611182-2421007	2017-09-23T21:47:47+00:00	2017-09-25T16:26:10+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Jeep Wrangler Unlimited (2014-2017) Complete Set (Black)	A0194/B0194-XXX	B018F1TSVW	Shipped	1	USD	143.98								New Palestine	IN	46163	US	
113-2179956-9532255		2017-09-23T21:36:18+00:00	2017-09-25T17:17:54+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Honda HR-V (2016-2017) Second Row (Black)	B0193	B014F6S26I	Shipped	1	USD	58.49		0.0		0.0				Sour Lake	TX	77659-8761	US	
111-4366776-0649866	111-4366776-0649866	2017-09-23T21:34:58+00:00	2017-09-25T08:37:25+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98	10.71							Flagler Beach	FL	32136	US	
112-8604460-8465034	112-8604460-8465034	2017-09-23T21:30:09+00:00	2017-09-24T13:32:27+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY All Weather Cargo Liner for Volkswagen Atlas (2018) Behind Third Row (Black)	E0300-FBA	B074QZTXZ6	Shipped	1	USD	71.99								RALEIGH	NC	27608-1209	US	
112-1424580-2536215	112-1424580-2536215	2017-09-23T21:24:42+00:00	2017-09-25T02:43:49+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Hyundai Tucson (2016-2017) Second Row (Black)	B0206-FBA	B01E4HTA0U	Shipped	1	USD	58.49								NEWARK	NJ	07105-4417	US	
111-5311613-8129013	111-5311613-8129013	2017-09-23T21:21:00+00:00	2017-09-24T06:31:07+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Dodge Durango (Behind Second Row) (2011-2017) (Black)	D0113-FBA	B014F6DFRO	Shipped	1	USD	89.99								Rome	GA	30161-2541	US	
112-8521451-5079412	112-8521451-5079412	2017-09-23T21:15:27+00:00	2017-09-25T15:33:49+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford Edge (2015-2017) (Black)	D0192-FBA	B014F6E7YY	Shipped	1	USD	80.99								HENDERSON	TX	75652-9156	US	
111-1721152-0811465	111-1721152-0811465	2017-09-23T21:03:43+00:00	2017-09-24T21:42:28+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Toyota Tacoma (2016-2017) First Row Set (Black)	A0207-FBA	B01E4HT71M	Shipped	1	USD	85.49								LITTLE ROCK	AR	72205-6754	US	
113-8488468-7870643	113-8488468-7870643	2017-09-23T21:00:28+00:00	2017-09-25T01:55:39+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford Explorer (Without Second Row Center Console) (2011-2014) (2 Row Set) (Black)	A0082/B0082-FBA	B00HYHWSO8	Shipped	1	USD	143.98								MERCERSBURG	PA	17236-1114	US	
112-5672582-8033011	112-5672582-8033011	2017-09-23T20:57:51+00:00	2017-09-25T01:20:03+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford Edge (2015-2017) Complete Set (Black)	A0192/B0192-FBA	B014F6OK9G	Shipped	1	USD	143.98								Thornton	CO	80233	US	
112-3154765-0396242	112-3154765-0396242	2017-09-23T20:56:04+00:00	2017-09-25T16:56:29+00:00	Shipped	Amazon	Amazon.com			Standard	MAXTRAY Cargo Liner for Honda Civic (Non-Hybrid) (2012-2015) (Black)	D0137-FBA	B00GRBGIES	Shipped	1	USD	80.99								PENDLETON	IN	46064-7505	US	
112-1391241-1635445	112-1391241-1635445	2017-09-23T20:45:10+00:00	2017-09-25T00:02:25+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Armada (2017) / QX56 (2011-2013) / QX80 (2014-2017) Behind Third Row (Black)	E0242-FBA	B072C8TB63	Shipped	1	USD	71.99								Loveland	CO	80538-9681	US	
111-3301576-4657852	111-3301576-4657852	2017-09-23T20:34:52+00:00	2017-09-25T22:23:21+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda FIT (2015-2017) (Black)	D0195-FBA	B014F6EMDU	Shipped	1	USD	80.99								SAN FRANCISCO	CA	94122-3033	US	
114-9658799-3426644	114-9658799-3426644	2017-09-23T20:27:53+00:00	2017-09-25T00:21:11+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford Explorer (Behind 2nd Row) (2011-2017) (Black)	D0082-FBA	B00CFMF50G	Shipped	1	USD	80.99								SYRACUSE	NY	13210-3327	US	
114-6520931-2099448	114-6520931-2099448	2017-09-23T20:03:46+00:00	2017-09-25T15:11:59+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats NEW FULL COVERAGE for Traverse / Enclave / Acadia / Outlook with Bucket Seats 3 Row Set (Black)	A0043/B0044-P-AMZ	B01MTL5E9I	Shipped	1	USD	161.98								ROSEDALE	VA	24280-3592	US	
114-5658847-7143415	114-5658847-7143415	2017-09-23T19:57:27+00:00	2017-09-24T10:01:47+00:00	Shipped	Amazon	Amazon.com			SecondDay	SMARTLINER Cargo Liner for Ford Explorer 2011-2017 (Behind Second Row Seat) Black	D0082-SML-FBA	B06XPP56C6	Shipped	1	USD	74.99								SACRAMENTO	CA	95829-9365	US	
113-0841504-6081869	113-0841504-6081869	2017-09-23T19:55:27+00:00	2017-09-23T21:35:24+00:00	Cancelled	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford Escape / Mazda Tribute / Mercury Mariner (2005-2012) (Black)	D0010-FBA	B0051UGTYK	Cancelled	0										SARASOTA	FL	34239-3306	US	
113-0739718-9951434	113-0739718-9951434	2017-09-23T19:53:27+00:00	2017-09-25T06:34:59+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Kia Sorento 2016-2017 (7-Passenger) Behind Second Row (Black)	D0191-FBA	B014F6TNRU	Shipped	1	USD	80.99								DAHLONEGA	GA	30533-5426	US	
111-6649134-3406649	111-6649134-3406649	2017-09-23T19:41:02+00:00	2017-09-24T04:01:22+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Toyota Venza (2009-2011) Complete Set (Black)	A0052/B0052-FBA	B00HYHWLZY	Shipped	1	USD	143.98								JACKSON	MI	49203-1918	US	
111-5125313-8899428	111-5125313-8899428	2017-09-23T19:36:26+00:00	2017-09-24T06:19:12+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Toyota Sienna (Behind 3rd Row) (2011-2017) (Grey)	D2128-FBA	B00HYI2PJA	Shipped	1	USD	71.99								DOVER	NH	03820-9143	US	
113-9261256-5952221	113-9261256-5952221	2017-09-23T19:35:05+00:00	2017-09-24T06:16:09+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda CRV (2012-2016) (Black)	D0106-FBA	B00CXW1VOC	Shipped	1	USD	80.99								Davenport	IA	52807-2952	US	
111-6441799-6301031	111-6441799-6301031	2017-09-23T19:34:00+00:00	2017-09-25T02:52:14+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Jeep Cherokee (2014-2017) (Black)	D0150-FBA	B00HYI2D7O	Shipped	1	USD	70.99								SAN FRANCISCO	CA	94110-5331	US	
111-4240448-1054627	111-4240448-1054627	2017-09-23T19:09:27+00:00	2017-09-24T21:41:31+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats NEW FULL COVERAGE for Traverse / Enclave / Acadia / Outlook with Bucket Seats 3 Row Set (Black)	A0043/B0044-P-AMZ	B01MTL5E9I	Shipped	1	USD	161.98		11.11						TULLOS	LA	71479-6082	US	
113-8424721-4621848	113-8424721-4621848	2017-09-23T18:39:38+00:00	2017-09-25T02:51:46+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-250 / F-350 (2017) SuperCrew and SuperCab Only First Row (Black)	A0246-FBA	B06Y19JF2G	Shipped	1	USD	85.49								LOVELOCK	NV	89419-8027	US	
114-2070637-1685044	114-2070637-1685044	2017-09-23T18:26:13+00:00	2017-09-24T09:52:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford Explorer (Behind 2nd Row) (2011-2017) (Black)	D0082-FBA	B00CFMF50G	Shipped	1	USD	80.99								TIBURON	CA	94920-1911	US	
113-5482101-2457064	113-5482101-2457064	2017-09-23T18:03:46+00:00	2017-09-27T08:00:03+00:00	Pending	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats and MAXTRAY Cargo Liner for Toyota RAV4 (2013-2017) Complete Set (Black)	A0134/B0134/D0134-FBA	B00HZOC42Q	Unshipped	1	USD	233.97		11.81					11.81	MORGANVILLE	NJ	07751-4649	US	US Core Free Shipping
112-9925322-8734623	112-9925322-8734623	2017-09-23T18:03:41+00:00	2017-09-24T07:22:02+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Jeep Wrangler Unlimited (2015-2017) (Black)	D0194-FBA	B014F6TU6Y	Shipped	1	USD	80.99								REDDING	CT	06896-1418	US	
113-8751014-2389051	113-8751014-2389051	2017-09-23T17:56:14+00:00	2017-09-24T06:16:07+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Toyota Highlander (Behind 2nd Row Seat) (2014-2017) (Black)	D0152-FBA	B00HYI2CGG	Shipped	1	USD	89.99								Cedarburg	WI	53012	US	
114-2292427-5170601		2017-09-23T17:46:41+00:00	2017-09-25T18:03:44+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Toyota Highlander (2014-2017) Third Row (Black)	C0152	B00HYI1140	Shipped	1	USD	58.49		0.0		0.0				HILDALE	UT	84784-0906	US	
113-4892468-3226603	113-4892468-3226603	2017-09-23T17:46:29+00:00	2017-09-25T02:53:36+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Mercedes Benz C Class (Sedan Only) (2008-2014) (Black)	D0076-FBA	B0051UOGMW	Shipped	1	USD	80.99								REDDING	CA	96002-2774	US	
112-7747785-9990619	112-7747785-9990619	2017-09-23T17:46:16+00:00	2017-09-24T05:41:49+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda CRV (2012-2016) (Grey)	D2106-FBA	B016WXG8ZY	Shipped	1	USD	80.99								BRENTWOOD	CA	94513-6108	US	
112-3436170-4348225	112-3436170-4348225	2017-09-23T17:41:40+00:00	2017-09-24T21:41:59+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats (3 Row Set) and MAXTRAY Cargo Liner (Behind Third Row) for Suburban / Yukon XL (2015-2017) Black	A0136/B0159/E0159-FBA	B010643GA0	Shipped	1	USD	242.97								MONTGOMERY	TEXAS	77316-2124	US	
112-9863499-1605869	112-9863499-1605869	2017-09-23T17:39:42+00:00	2017-09-24T01:31:39+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Traverse / Enclave / Acadia / Outlook Bucket Seat Complete Set (Grey)	A2043/B2044-FBA	B00I0NW2A0	Shipped	1	USD	161.98								ANAHEIM	CA	92805-6685	US	
111-3499848-1612250	111-3499848-1612250	2017-09-23T17:32:30+00:00	2017-09-24T09:46:41+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								MECHANICSVILLE	VA	23116-6661	US	
111-3157908-3513025	111-3157908-3513025	2017-09-23T17:32:05+00:00	2017-09-24T22:23:00+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-250/F-350/F-450/F-550 Crew Cab (2008-2010) Complete Set (Black)	A0177/B0176-FBA	B014F6G8N2	Shipped	1	USD	143.98								Blaine	WA	98230-9638	US	
111-4260089-5543436	111-4260089-5543436	2017-09-23T17:27:18+00:00	2017-09-24T08:05:44+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Jeep Cherokee (2014-2017) (Black)	D0150-FBA	B00HYI2D7O	Shipped	1	USD	70.99	4.97							GAINESVILLE	FL	32653-8346	US	
113-2259464-0164256		2017-09-23T16:57:49+00:00	2017-09-25T18:31:13+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Toyota Tundra Crew Max (Coverage Under Second Row Seat) (2014-2017) Second Row (Black)	B0155	B00VEILR54	Shipped	1	USD	76.49		0.0		0.0				HIGHLAND PARK	NJ	08904-3551	US	
112-7419418-6347430	112-7419418-6347430	2017-09-23T16:50:03+00:00	2017-09-24T07:33:45+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Kia Sorento 2016-2017 (7-Passenger) Behind Second Row (Black)	D0191-FBA	B014F6TNRU	Shipped	1	USD	80.99								New Hampton	NY	10958	US	
114-3547766-6988205	114-3547766-6988205	2017-09-23T16:48:04+00:00	2017-09-24T11:09:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY All Weather Cargo Liner for Honda CR-V (2017) Without Optional Subwoofer -  Upper Deck Position (Black)	D0250-FBA	B071WWXX6C	Shipped	1	USD	80.99								Yukon	OK	73099-3393	US	
112-4670045-9413843	112-4670045-9413843	2017-09-23T16:19:12+00:00	2017-09-24T02:22:38+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Audi Q5 / SQ5 2009-2017 (Black)	D0214-FBA	B01L26JNNA	Shipped	1	USD	80.99								MANLIUS	NY	13104-8347	US	
113-0814873-1371435	113-0814873-1371435	2017-09-23T16:08:50+00:00	2017-09-24T21:42:30+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Toyota Tacoma (2016-2017) First Row Set (Black)	A0207-FBA	B01E4HT71M	Shipped	1	USD	85.49								LUBBOCK	TX	79423-3714	US	
111-4288557-5048239	111-4288557-5048239	2017-09-23T15:48:40+00:00	2017-09-27T21:19:38+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-XXX	B01D916IU2	Shipped	1	USD	152.98		14.16					14.16	FAIRFIELD	OH	45011-1019	US	US Core Free Shipping
113-6932866-9582641	113-6932866-9582641	2017-09-23T15:11:22+00:00	2017-09-23T22:09:26+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Mercedes Benz GL / GLS Series (Behind Second Row) (Black)	D0205-FBA	B01E4HTFMS	Shipped	1	USD	80.99								Scottsdale	AZ	85254	US	
114-0305893-8513005	114-0305893-8513005	2017-09-23T14:51:28+00:00	2017-09-25T05:39:49+00:00	Shipped	Amazon	Amazon.com			Standard	MAXTRAY All Weather Cargo Liner for Honda CR-V (2017) Without Optional Subwoofer -  Upper Deck Position (Black)	D0250-FBA	B071WWXX6C	Shipped	1	USD	80.99		8.77					8.77	WATERFORD	NY	12188-1502	US	US Core Free Shipping
111-7385698-4469045	111-7385698-4469045	2017-09-23T14:44:53+00:00	2017-09-24T03:07:39+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Kia Sorento 2016-2017 (7-Passenger) Behind Second Row (Black)	D0191-FBA	B014F6TNRU	Shipped	1	USD	80.99								Dallas	GA	30157	US	
113-0787555-8921010	113-0787555-8921010	2017-09-23T14:35:16+00:00	2017-09-23T14:35:17+00:00	Pending	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Unshipped	1	USD	152.98								lumberton	tx	77657	US	
114-9359757-7470612	114-9359757-7470612	2017-09-23T14:30:03+00:00	2017-09-24T08:21:42+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98	10.71							PONTE VEDRA	FL	32081-8476	US	
112-6165734-1995428	112-6165734-1995428	2017-09-23T14:27:10+00:00	2017-09-24T06:20:55+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Jeep Wrangler Unlimited (2014-2017) Complete Set (Black)	A0194/B0194-XXX	B018F1TSVW	Shipped	1	USD	143.98								SWANSEA	MA	02777-3905	US	
114-6956697-1786667	114-6956697-1786667	2017-09-23T14:24:55+00:00	2017-09-24T08:16:45+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats and MAXTRAY Cargo Liner Buick Encore (2013-2017) / Chevrolet Trax (2014-2017) Complete Set Black	A0129/B0129/D0129-FBA	B00NT95MHK	Shipped	1	USD	215.97								LINDEN	MI	48451-8444	US	
112-9403414-6303461	112-9403414-6303461	2017-09-23T14:22:24+00:00	2017-09-24T16:29:15+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								Katy	TX	77450	US	
112-1467568-1791410	112-1467568-1791410	2017-09-23T14:19:57+00:00	2017-09-24T23:40:26+00:00	Shipped	Amazon	Amazon.com			Standard	MAXTRAY Cargo Liner for Jeep Cherokee (2014-2017) (Black)	D0150-FBA	B00HYI2D7O	Shipped	1	USD	70.99		5.0					5.0	PEACHTREE CITY	GA	30269-1510	US	US Core Free Shipping
112-9855105-4001842		2017-09-23T13:52:11+00:00	2017-09-25T17:17:50+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Chevrolet Equinox / GMC Terrain (2018) Second Row Set (Black)	B0310	B073RN7QDJ	Shipped	1	USD	58.49		0.0		0.0				FARGO	ND	58104-7103	US	
113-5914449-5598662	113-5914449-5598662	2017-09-23T13:44:07+00:00	2017-09-24T02:17:51+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Toyota Sienna (Behind 3rd Row) (2011-2017) (Grey)	D2128-FBA	B00HYI2PJA	Shipped	1	USD	71.99								HOUSTON	TX	77024-4992	US	
113-4501651-8547435	113-4501651-8547435	2017-09-23T13:23:42+00:00	2017-09-24T07:32:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Kia Sorento 2016-2017 (7-Passenger) Behind Second Row (Black)	D0191-FBA	B014F6TNRU	Shipped	1	USD	80.99								CLAYTON	NC	27527-5342	US	
111-4515242-6121856	111-4515242-6121856	2017-09-23T13:10:24+00:00	2017-09-23T21:17:29+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Honda Civic Sedan (2016-2017) (Black)	A0224/B0224-FBA	B074R25VJW	Shipped	1	USD	143.98								VICTORVILLE	CA	92395-3811	US	
112-3916824-8826620	112-3916824-8826620	2017-09-23T13:02:39+00:00	2017-09-24T15:27:32+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Honda CRV (2012-2016) (Black)	D0106-FBA	B00CXW1VOC	Shipped	1	USD	80.99								Washington	DC	20007	US	
111-5576521-7213007	111-5576521-7213007	2017-09-23T12:56:03+00:00	2017-09-27T08:03:47+00:00	Pending	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats (2 Row Set) and MAXTRAY Cargo Liner Upper Deck Position for Honda CR-V (2017) (Black)	A0250/B0250/D0250-FBA	B071WWXNBQ	Unshipped	1	USD	224.97		14.4					14.4	wheeling	wv	26003	US	US Core Free Shipping
111-0324506-1637857	111-0324506-1637857	2017-09-23T12:40:36+00:00	2017-09-24T05:16:19+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Dodge RAM 1500 Quad Cab (2012-2017) Complete Set (Black)	A0126/B0048-FBA	B00HZOBY9A	Shipped	1	USD	143.98								Prairie Grove	AR	72753	US	
112-8227892-9483465	112-8227892-9483465	2017-09-23T12:24:53+00:00	2017-09-23T22:32:29+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Porsche Macan 2014-2017 (Black)	D0215-FBA	B01L26JP5Q	Shipped	1	USD	80.99								LEESBURG	VA	20175-7070	US	
111-8803322-7233049	111-8803322-7233049	2017-09-23T12:12:55+00:00	2017-09-24T17:51:00+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Kia Sedona (2015-2017) First Row (Black)	A0203-FBA	B01E4HT550	Shipped	1	USD	85.49								hot springs village	AR	71909	US	
114-8076156-0397833	114-8076156-0397833	2017-09-23T11:54:28+00:00	2017-09-25T01:12:44+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats and MAXTRAY Cargo Liner for Wrangler Unlimited 2015-2017 (Black)	A0194/B0194/D0194-FBA	B014F6P2O8	Shipped	1	USD	224.97	15.75							ESTERO	FL	33928-3505	US	
